StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-08 22:41,2020-05-08 23:06,IP Address,24.235.226.71,100,1485,TRUE,2020-05-08 23:06,R_3PuEVqvkmbrChX1,,,,,43.959198,-78.16210175,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,56,Single,0,Employed full time,,2,No,No,213,10,0,7,10,10,8,9,9,3,8,10,10,10,10,10,0,100,0,7,3,5,3,1,5,3,0,0,0,0,3,8,8,8,0,2,4,6,6,6,0,3,6,3,3,1,3,3,3,3,7,6,3,5,1,2,2,2,2,2,6,4,3,1,2,2,4,0,1,4,70,30,0,11,2,0,25,3,7
2020-05-08 23:11,2020-05-08 23:27,IP Address,24.57.143.13,100,917,TRUE,2020-05-08 23:27,R_3IXh5hNWGUu1drO,,,,,42.23410034,-83.02120209,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,57,Single,0,Employed full time,,9,No,No,213,10,0,10,10,10,10,10,10,8,8,10,10,8,10,10,0,100,0,2,4,10,5,10,10,10,5,5,5,5,1,8,8,8,0,0,10,10,10,10,5,5,5,10,10,8,8,8,8,7,10,8,2,8,0,10,0,10,8,0,10,10,5,0,10,5,0,5,10,10,10,20,4,3,8,0,50,3 minutes,4
2020-05-08 23:08,2020-05-08 23:37,IP Address,208.38.8.142,100,1733,TRUE,2020-05-08 23:37,R_2CCU0FErbixaT9z,,,,,49.70370483,-112.8181,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,Single,0,Student,,6,No,No,213,9,1,8,9,10,6,6,8,7,5,8,8,3,8,9,75,25,0,7,6,5,8,2,8,8,0,0,0,0,2,10,10,8,1,1,0,1,7,5,3,7,9,9,9,6,7,7,8,7,7,4,6,8,6,5,2,6,3,6,10,9,5,1,6,6,2,5,7,9,60,60,6,16,8,0,50 cents,300 minutes,7
2020-05-08 23:18,2020-05-08 23:40,IP Address,142.116.25.18,100,1312,TRUE,2020-05-08 23:40,R_sYWLM8b2zQttA2Z,,,,,43.67849731,-79.29350281,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,66,Single,2,Retired,,5- In the middle in Canada,No,Yes,213,10,3,10,10,10,10,10,10,10,9,10,10,8,9,10,90,10,0,5,6,8,10,9,10,10,1,0,1,1,9,10,10,10,1,1,5,6,7,6,6,5,3,9,7,9,8,9,10,4,8,10,5,6,1,6,1,6,5,0,10,10,7,1,8,4,2,5,5,8,60,60,5,7,4,0,50,300,7
2020-05-08 23:24,2020-05-08 23:52,IP Address,99.249.14.168,100,1674,TRUE,2020-05-08 23:52,R_2YEvbcjmE4AdrKl,,,,,43.88180542,-79.7385025,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,57,Married,0,Employed part-time,,5- In the middle in Canada,No,No,213,8,0,9,9,10,10,9,10,5,10,10,10,10,10,10,50,50,0,8,7,4,7,6,10,5,10,1,1,1,3,10,10,10,1,1,7,7,10,8,5,2,1,8,8,8,6,8,10,7,8,2,1,5,2,1,1,1,1,5,10,10,4,1,6,4,1,1,3,10,30,60,7,16,7,0,50,300,4
2020-05-08 23:47,2020-05-09 0:12,IP Address,205.206.103.105,100,1537,TRUE,2020-05-09 0:12,R_3KZo9T7K25lUtDz,,,,,53.01919556,-112.8347015,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,9,2,8,8,8,7,9,10,7,8,9,9,8,10,10,50,25,25,3,4,3,3,3,9,7,3,3,1,2,2,7,7,7,0,0,7,5,5,7,5,5,5,5,5,3,6,6,6,7,7,4,2,5,3,5,3,5,3,1,10,9,6,0,7,6,1,7,7,9,50,80,4,16,7,0,50,300,4
2020-05-08 22:48,2020-05-09 0:17,IP Address,24.36.149.170,100,5355,TRUE,2020-05-09 0:17,R_yCvrDVT2YsWzRrb,,,,,43.24319458,-79.83039856,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,42,Single,0,Unemployed looking for work,,4,No,No,213,10,1,9,9,10,10,10,10,8,8,8,9,8,9,10,40,40,20,7,5,5,6,5,10,10,0,0,0,0,3,9,9,9,1,3,9,8,9,8,8,9,9,8,7,6,8,8,8,9,8,5,1,5,5,5,1,6,5,1,10,10,5,0,8,8,0,8,7,9,10,60,7,5,8,0,50 cents,300 minutes,8 hours
2020-05-08 23:06,2020-05-09 0:21,IP Address,50.72.1.114,100,4458,TRUE,2020-05-09 0:21,R_1N4f0AAFJhS3Bct,,,,,49.92349243,-97.08110046,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,Single,0,Other,Disabled and retired ,5- In the middle in Canada,No,No,213,10,0,10,9,10,5,5,10,9,9,8,8,8,10,10,,,,8,8,5,5,3,10,10,5,5,1,1,5,9,9,4,1,1,9,9,8,8,9,8,10,8,10,2,5,5,1,10,9,1,1,8,0,6,5,5,5,,8,8,8,1,5,5,1,1,1,1,50,60,5,16,2,0,.50 cents,300 minutes ,8 hours
2020-05-08 23:03,2020-05-09 0:29,IP Address,72.136.110.154,100,5115,TRUE,2020-05-09 0:29,R_3qlCUaMNWw0QAno,,,,,43.707901,-79.76000214,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,23,Single,0,Unemployed looking for work,,5- In the middle in Canada,Yes,Yes,213,10,0,10,10,10,7,5,10,2,10,10,10,4,10,10,0,50,50,7,6,3,5,5,8,7,7,8,7,8,2,9,10,9,0,1,8,8,10,9,8,10,7,7,8,3,5,4,6,8,7,3,5,4,2,7,0,8,3,0,8,8,6,0,7,7,2,7,6,9,30,50,3,16,7,0,50,300 minutes,7 hours
2020-05-09 0:07,2020-05-09 0:29,IP Address,174.112.226.199,100,1301,TRUE,2020-05-09 0:29,R_2CZbvCRcvbNLKU8,,,,,45.2881012,-75.85720062,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,74,Married,2,Retired,,4,No,No,213,10,0,10,10,10,10,10,10,4,10,10,10,8,10,9,100,0,0,8,4,5,5,6,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,0,0,7,10,7,10,10,10,0,9,10,7,9,2,6,0,10,3,0,10,10,0,0,6,0,0,0,0,10,70,30,2,16,7,0,50,2,4
2020-05-08 20:59,2020-05-09 0:32,IP Address,67.213.101.7,100,12779,TRUE,2020-05-09 0:32,R_3PCcJ5WXLS8KqIj,,,,,42.76699829,-80.97789764,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Unemployed looking for work,,4,No,No,213,5,3,7,3,9,3,3,4,8,5,7,7,3,4,5,100,50,50,4,3,0,4,2,10,7,4,4,4,4,0,10,10,10,0,0,4,3,5,4,5,4,6,8,6,8,9,7,10,6,8,4,8,7,5,5,0,5,3,0,10,10,5,0,8,5,0,10,8,10,30,40,3,16,3,0,50,900,5
2020-05-09 0:13,2020-05-09 0:34,IP Address,156.57.171.249,100,1280,TRUE,2020-05-09 0:34,R_3EXAOn8NFCnXF5o,,,,,44.66430664,-63.56210327,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,32,In a relationship,0,Student,,5- In the middle in Canada,No,No,213,9,0,8,10,10,3,8,10,0,10,10,10,10,10,10,100,0,0,8,8,5,3,5,10,10,1,1,1,1,9,10,10,10,0,3,10,7,10,9,7,4,7,8,7,8,2,4,4,8,8,9,6,2,7,4,5,7,4,5,10,8,0,0,4,4,0,3,3,10,70,70,2,10,8,0,50,300,4
2020-05-09 0:23,2020-05-09 0:44,IP Address,24.65.78.242,100,1243,TRUE,2020-05-09 0:44,R_PSOXVuqGNYU5jxf,,,,,53.71679688,-113.2186966,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,56,Married,0,Employed full time,,3,No,No,213,8,2,5,9,10,9,10,9,8,10,9,10,7,10,5,100,0,0,6,7,8,9,5,10,8,0,0,0,0,5,5,6,8,1,4,8,7,8,7,9,5,7,7,6,7,5,5,6,6,9,8,3,5,3,4,5,5,4,5,10,9,5,0,6,5,8,7,8,10,10,30,5,11,4,0,50,3 minutes,7 hrs
2020-05-09 2:06,2020-05-09 2:33,IP Address,72.136.63.205,100,1582,TRUE,2020-05-09 2:33,R_z5YC1DkGEpomJJD,,,,,45.41470337,-75.70269775,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,34,Married,4,Unemployed looking for work,,4,No,No,213,10,0,10,10,10,8,10,10,10,10,10,10,6,10,10,70,20,10,7,6,6,7,6,8,8,5,3,2,2,3,9,9,9,3,3,10,5,10,6,8,8,10,7,8,8,6,8,7,8,8,3,4,6,7,3,5,3,4,5,10,10,5,0,6,9,0,8,8,10,50,70,5,7,6,0,50 cents,300 minutes,4 hours
2020-05-09 2:20,2020-05-09 2:36,IP Address,64.52.25.63,100,981,TRUE,2020-05-09 2:36,R_1f3nYopL3Bx6yX6,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,In a relationship,0,Student,,6,No,Yes,213,9,1,0,8,10,7,10,10,7,5,10,10,10,10,10,100,0,0,7,7,3,6,5,10,8,7,7,10,4,3,10,10,7,0,6,2,2,8,2,3,3,7,8,10,9,6,7,8,2,4,8,10,6,4,8,2,8,6,4,10,10,2,0,4,3,0,4,6,8,30,60,7,5,7,0,50,300,7
2020-05-09 2:56,2020-05-09 3:11,IP Address,173.210.201.131,100,890,TRUE,2020-05-09 3:11,R_2DLJiWnVcwNTxlo,,,,,50.36669922,-99.46669769,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,53,Married,1,Employed part-time,,7,No,No,213,10,0,10,10,10,10,10,10,8,10,10,10,10,10,10,50,50,0,7,8,8,10,9,10,10,7,7,7,7,3,8,8,8,1,3,9,9,10,10,9,8,9,7,9,3,4,4,4,7,8,6,8,3,6,9,10,8,4,4,9,8,5,0,8,6,1,7,7,10,70,100,5,5,3,0,50,100,4 hours
2020-05-09 3:20,2020-05-09 3:50,IP Address,50.68.92.9,100,1791,TRUE,2020-05-09 3:50,R_RUkK9WwcT5TQDst,,,,,49.31640625,-123.0572052,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,7,No,No,213,9,6,5,10,10,6,7,6,0,10,7,10,3,10,10,50,25,25,7,6,3,2,2,10,8,3,1,6,0,0,8,10,9,0,0,7,6,9,9,3,3,9,8,8,9,8,10,8,7,7,7,9,6,6,1,0,7,2,0,10,8,3,0,6,9,3,5,6,10,30,70,3,14,4,0,25,300 minutes ,4
2020-05-09 4:19,2020-05-09 4:47,IP Address,142.68.182.161,100,1676,TRUE,2020-05-09 4:47,R_2bPkCZX95XNLjiY,,,,,44.6835022,-63.57779694,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,61,Single,1,Retired,,5- In the middle in Canada,No,No,213,10,0,2,10,10,10,10,10,2,10,10,10,9,10,8,0,50,50,8,10,0,1,0,10,10,0,0,0,0,0,10,9,9,0,0,9,5,10,10,5,0,0,10,10,3,9,9,10,9,9,0,1,10,0,1,0,0,0,0,10,10,0,0,5,5,5,1,1,5,50,50,5,9,9,0,50,300,800
2020-05-09 4:40,2020-05-09 5:01,IP Address,50.69.208.101,100,1283,TRUE,2020-05-09 5:01,R_XSMR1LhEt4eYPZv,,,,,53.91270447,-122.8708038,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,In a relationship,0,Employed part-time,,4,No,No,213,9,2,2,7,9,7,7,9,6,10,10,8,3,7,9,80,10,10,3,4,5,4,4,10,6,4,1,0,2,2,8,8,10,0,2,2,6,8,8,8,7,7,2,6,8,4,7,6,3,4,4,6,2,6,6,0,6,2,0,10,9,6,0,6,6,0,6,7,9,20,30,1,14,8,0,50,300 min,4
2020-05-09 4:48,2020-05-09 5:17,IP Address,70.27.5.182,100,1781,TRUE,2020-05-09 5:17,R_1oeaiUl2CHHBtXj,,,,,43.51190186,-79.62989807,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,Single,0,Retired,,3,No,Yes,213,9,0,9,9,10,9,9,10,8,9,9,9,5,10,9,40,35,25,7,5,8,8,8,10,10,0,0,0,0,5,10,9,9,0,2,8,8,8,8,4,0,1,6,7,9,6,6,7,6,6,6,5,8,3,3,0,1,1,0,10,9,3,0,6,5,1,2,1,10,50,50,4,12,6,0,25 cents,3 minutes,7 hours
2020-05-09 5:02,2020-05-09 5:21,IP Address,71.7.185.36,100,1154,TRUE,2020-05-09 5:21,R_2SrIsEeG9DWxR6N,,,,,44.66430664,-63.60019684,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,40,Single,0,Employed full time,,2,No,No,213,10,0,10,10,10,9,9,9,9,9,10,10,8,10,10,80,20,0,8,3,7,9,6,9,9,0,0,0,0,3,9,9,9,1,2,7,7,8,8,7,7,6,6,3,7,7,7,8,6,5,5,1,5,0,4,1,7,3,2,9,10,5,0,6,5,0,3,6,9,90,90,6,16,10,0,,3,
2020-05-09 6:40,2020-05-09 6:55,IP Address,159.2.37.3,100,860,TRUE,2020-05-09 6:55,R_2BqtUVal4ApuOrA,,,,,44.66430664,-63.56210327,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,62,Married,3,Retired,,6,No,No,213,9,1,10,10,10,10,10,10,5,10,10,10,5,10,10,25,45,30,6,6,5,8,5,10,10,7,2,2,2,3,10,10,10,0,8,5,5,5,5,5,5,5,8,8,8,7,8,8,6,7,5,3,7,1,1,1,5,1,1,8,8,5,2,7,8,2,2,5,7,10,50,5,16,7,0,50,3 minutes,2
2020-05-09 7:54,2020-05-09 8:15,IP Address,156.57.195.179,100,1281,TRUE,2020-05-09 8:15,R_3Ic7X522W5QNqN6,,,,,48.917099,-57.79789734,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,46,Married,1,Other,Laid off due to Covid19 ,5- In the middle in Canada,No,No,213,9,0,10,10,10,10,10,10,6,10,10,10,6,10,10,100,0,0,7,6,5,4,3,10,10,2,1,0,0,4,7,7,7,3,4,7,7,6,8,5,9,1,7,6,7,6,7,8,7,6,7,4,5,4,6,4,7,4,1,10,9,5,0,6,2,1,4,5,9,50,50,5,14,6,0,0.5,300,?
2020-05-09 7:49,2020-05-09 8:17,IP Address,70.30.47.143,100,1661,TRUE,2020-05-09 8:17,R_1fZPllcIEQjq1E6,,,,,42.99659729,-79.25859833,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,31,Married,2,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,8,10,8,9,9,6,10,10,10,7,8,10,95,5,0,5,3,2,3,3,10,8,4,1,0,2,0,9,9,9,0,3,4,8,9,9,5,7,8,6,6,3,2,3,5,1,7,9,7,2,1,4,3,5,3,1,9,7,1,0,4,6,0,6,6,6,50,50,4,9,5,0,25 cents ,3 minutes ,7
2020-05-09 7:21,2020-05-09 8:36,IP Address,142.177.22.179,100,4476,TRUE,2020-05-09 8:36,R_2S1PvzeufENVEBS,,,,,47.5124054,-52.67289734,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,30,Single,1,Other,Maternity leave,4,No,No,213,10,6,10,10,10,7,7,10,5,10,10,10,10,10,10,100,0,0,7,6,3,5,1,6,1,2,0,0,0,4,8,8,9,0,2,2,2,5,4,5,3,5,5,7,7,7,9,9,9,9,3,0,8,4,5,4,4,1,1,10,10,5,0,8,5,0,0,6,9,30,30,5,11,7,0,25,3 minutes,7 hours
2020-05-09 9:08,2020-05-09 9:24,IP Address,75.156.105.209,100,967,TRUE,2020-05-09 9:24,R_3hARdraq3lTShPJ,,,,,50.54370117,-120.0937042,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,67,Married,4,Retired,,5- In the middle in Canada,No,No,213,10,6,10,10,10,10,10,10,10,10,8,2,0,6,0,50,40,10,3,3,6,1,2,10,10,10,8,0,0,4,9,10,10,0,1,9,10,10,10,10,0,0,3,9,9,8,9,10,6,9,2,8,7,2,2,7,8,6,0,10,10,10,0,10,10,0,7,7,10,0,10,9,16,2,0,50,300,4
2020-05-09 9:08,2020-05-09 9:29,IP Address,142.51.223.170,100,1246,TRUE,2020-05-09 9:29,R_3q9lcYyojdsSPyV,,,,,45.18629456,-79.41149902,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,43,In a relationship,2,Employed part-time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,0,0,10,8,10,10,10,10,10,10,0,100,0,5,8,7,8,6,10,10,0,0,0,0,3,10,10,10,0,0,7,7,7,10,2,2,10,10,10,6,4,8,10,9,10,0,0,5,3,1,0,1,0,0,10,10,10,0,8,9,0,0,10,10,30,50,5,16,7,0,25,300,4
2020-05-09 8:38,2020-05-09 9:45,IP Address,64.34.245.2,100,4008,TRUE,2020-05-09 9:45,R_R7R5V0QgAVuHStH,,,,,49.41490173,-82.42769623,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,57,Married,8,Other,home maker,2,No,Yes,213,10,1,10,10,10,8,8,9,6,10,10,10,8,8,9,100,0,0,5,5,5,8,5,10,8,5,5,1,5,5,8,8,8,0,5,5,5,9,7,5,5,5,5,5,0,5,5,7,5,2,6,1,1,2,5,3,1,3,2,8,6,8,9,5,0,5,5,5,5,20,30,5,1,7,0,65,100,4
2020-05-09 9:50,2020-05-09 10:03,IP Address,192.0.201.253,100,818,TRUE,2020-05-09 10:03,R_3EM8UJHPxnBl4PA,,,,,43.35920715,-80.33470154,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,22,Single,0,Student,,7,No,No,213,8,6,10,8,10,10,10,9,8,9,10,6,4,10,10,50,25,25,7,7,7,8,6,10,10,0,0,0,0,3,7,8,7,0,0,5,4,6,7,5,8,9,7,6,8,8,10,10,8,9,4,3,8,5,7,5,9,10,1,10,10,6,0,8,6,0,6,6,10,10,80,0,11,6,0,50,300 minutes,4 hours
2020-05-09 9:32,2020-05-09 10:12,IP Address,99.237.80.215,100,2357,TRUE,2020-05-09 10:12,R_2AM89rlTcVtDuu7,,,,,43.76699829,-79.18280029,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,52,Married,1,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,90,10,0,3,3,6,8,7,10,10,1,2,1,2,3,9,8,8,0,1,6,7,6,8,6,7,8,4,3,1,5,5,7,1,5,9,10,4,4,1,4,6,0,1,9,7,2,1,6,6,0,7,7,10,70,70,5,14,2,0,50,300,4
2020-05-09 9:48,2020-05-09 10:12,IP Address,138.34.44.36,100,1430,TRUE,2020-05-09 10:12,R_2ZBO9arfF5ceqcJ,,,,,44.30250549,-77.95310211,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,In a relationship,0,Employed full time,,6,No,No,213,10,1,10,10,10,10,6,10,8,10,10,10,10,10,10,0,100,0,8,7,5,7,0,10,9,0,0,0,0,4,8,8,8,0,2,7,9,5,8,4,8,8,10,9,8,7,8,7,7,8,4,7,5,2,0,5,0,0,0,10,10,10,0,8,5,3,5,8,5,40,40,3,12,10,0,50,300,4
2020-05-09 10:14,2020-05-09 10:35,IP Address,24.77.125.223,100,1271,TRUE,2020-05-09 10:35,R_1pru575rKp5IW1M,,,,,49.8657074,-97.06710052,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,38,Married,0,Other,slef-employed/unemployed,2,No,No,213,5,9,0,3,5,6,6,10,0,9,5,0,0,1,1,100,0,0,0,0,2,5,0,10,2,5,8,5,7,3,,,,0,1,8,5,7,5,5,5,7,1,3,3,5,5,8,2,5,5,5,0,2,5,0,5,1,5,10,8,0,0,5,5,2,0,0,5,10,10,,16,5,0,250,900,I don't know
2020-05-09 10:09,2020-05-09 10:41,IP Address,65.92.79.227,100,1937,TRUE,2020-05-09 10:41,R_1eJkt7OezeRnl0O,,,,,43.3309021,-79.8871994,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,In a relationship,1,Employed full time,,6,No,No,213,9,1,8,9,10,9,9,10,9,9,8,8,7,8,8,50,25,25,7,5,4,4,3,10,10,0,0,0,0,8,9,9,9,0,0,6,6,6,6,4,9,6,9,9,7,7,6,8,,6,4,3,6,3,6,0,6,5,0,10,9,7,0,8,9,0,7,8,10,30,40,5,16,7,0,50 cents ,3 minutes,7 hours
2020-05-09 10:32,2020-05-09 10:45,IP Address,65.94.219.170,100,781,TRUE,2020-05-09 10:45,R_2f1hLXDZoTkAeYX,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,42,Married,1,Employed full time,,10 - At the top in Canada,Yes,No,213,10,5,5,5,5,10,10,10,10,10,5,5,5,5,5,50,50,0,10,10,10,0,5,10,10,5,5,5,5,5,5,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,0,10,0,10,0,10,10,0,10,10,10,0,10,10,0,10,10,10,0,0,5,16,10,0,50,100,4
2020-05-09 10:05,2020-05-09 10:47,IP Address,207.161.79.49,100,2570,TRUE,2020-05-09 10:47,R_3D0TWJXZyx0AC1S,,,,,49.81790161,-97.15350342,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,70,Married,0,Retired,,4,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,3,10,10,80,10,10,7,6,5,4,4,10,10,5,3,2,1,1,10,10,10,0,0,10,10,10,9,9,4,10,5,8,5,8,9,5,6,7,8,0,6,5,6,0,5,3,0,10,10,5,0,4,4,0,6,4,10,30,40,4,16,6,0,50 cents,1 minute,4 hours
2020-05-09 10:24,2020-05-09 10:50,IP Address,174.88.190.157,100,1555,TRUE,2020-05-09 10:50,R_1ffH3ErAGlFYc5E,,,,,43.86779785,-79.44200134,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,32,Single,0,Employed full time,,3,No,No,213,8,0,6,9,10,10,10,10,6,9,7,7,8,8,10,0,50,50,4,5,3,4,3,10,10,1,1,0,0,5,8,8,8,2,2,8,9,8,8,9,8,9,7,5,5,5,5,5,5,5,5,4,5,2,1,0,0,0,0,7,5,4,3,5,4,5,5,5,5,60,70,4,10,6,0,50,900,4
2020-05-09 10:46,2020-05-09 11:03,IP Address,64.228.254.189,100,1024,TRUE,2020-05-09 11:03,R_2UhL9B67ks3C6gT,,,,,42.75500488,-81.18209839,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,33,Married,0,Employed full time,,6,No,No,213,9,1,9,8,10,5,6,9,0,3,8,9,2,7,10,150,50,0,6,6,3,4,3,6,4,0,0,0,1,3,8,7,7,1,2,6,7,8,5,2,6,8,7,7,7,9,9,8,4,6,6,3,6,1,0,1,0,2,1,9,8,1,0,5,3,2,3,2,8,50,50,5,11,6,0,25,300,4
2020-05-09 10:58,2020-05-09 11:19,IP Address,104.204.212.60,100,1281,TRUE,2020-05-09 11:19,R_2dKIo21Lak3EHgX,,,,,42.24940491,-82.99340057,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,65,Single,0,Retired,,4,No,No,213,10,0,10,10,10,9,10,10,2,0,10,10,10,10,9,50,30,20,6,6,4,10,7,10,10,0,0,0,0,2,10,10,10,0,0,10,10,7,4,4,6,2,6,8,7,9,9,10,6,9,10,6,4,3,4,1,3,4,1,10,10,4,0,8,7,0,10,10,10,30,30,5,14,6,0,50 cents,unsure,unsure
2020-05-09 10:59,2020-05-09 11:25,IP Address,66.159.121.14,100,1580,TRUE,2020-05-09 11:25,R_dj3xqiV48cSb73j,,,,,45.18629456,-79.41149902,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,65,Married,2,Retired,,7,No,No,213,8,4,9,10,10,8,9,10,9,7,9,10,10,9,10,75,15,10,7,7,6,10,8,10,10,0,0,0,0,3,8,6,7,1,2,7,6,7,6,6,6,6,6,6,6,7,9,10,7,9,4,2,8,4,6,1,7,4,0,9,9,4,2,7,8,0,6,,,,,7,4,4,0,15,900,4
